userid,6251,6575,7346,11676,13552,16795,17950,21014,23872,23902,28634,30735,35857,35859,37712,37950,43246,46398,52584,53174,56447,66942,68555,69389,70666,73681,75819,88693,88733,89602,91113,93047,95359,95932,101851,102647,104636,105028,105517,105979,107784,110912,110934,113270,126492,135149,136382,140000,140358,147847,148744,150979,153662,158295,158433,159506,162639,164323,165308,170513,177432,187145,187256,196077,200226,203240,204864,210485,211426,214786,220688,224349,225763,226965,227705,229741,231210,232945,235282,236340,236757,241980,242083,245410,255489,258534,261829,265115,270713,271448,274004
6251,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.866025,0.000000,0.000000,0.000000,0.500000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.683130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6575,0.000000,1.000000,0.000000,0.228692,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.917663,0.000000,0.000000,0.000000,0.000000,-0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
7346,0.000000,0.000000,1.000000,-0.185419,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.866025,0.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.870388,0.000000,1.000000,0.000000,0.000000,0.866025,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-0.500000,1.000000,-0.333333,0.000000,0.000000,0.774597,0.000000,0.000000,-0.755929,0.000000,0.500000,0.000000,0.000000,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,-0.654654,0.000000,0.000000
11676,0.000000,0.228692,-0.185419,1.000000,-0.603023,0.095570,-0.991241,-0.413664,0.904534,0.209032,-0.322413,0.633054,0.615385,-0.469607,0.031607,0.081728,-0.100504,0.110096,-0.870388,-0.866025,-0.077615,0.889297,-0.171828,0.000000,0.201008,0.000000,-0.367884,0.764866,0.915417,0.739510,0.628619,0.567962,0.343890,0.500000,0.000000,-0.192539,-0.145033,-0.472456,0.201148,-0.214467,-0.217791,-0.267630,0.687500,0.054554,-0.141264,-0.314614,-0.146148,-0.474515,0.000000,0.260133,-0.570055,0.279145,0.080565,-0.138978,-0.069037,-0.375046,-0.456337,-0.633921,0.266291,-0.392953,0.560449,-0.493742,0.221163,-0.424641,-0.381140,0.235160,0.000000,0.093330,0.422577,0.383023,0.366432,-0.580948,-0.231455,0.118125,-0.438874,-0.176434,-0.405287,-0.158114,-0.146868,-0.192450,-0.109764,-0.065478,-0.141731,-0.384111,0.094283,-0.378326,0.157483,0.618025,-0.339855,0.240723,-0.016062
13552,0.000000,0.000000,0.000000,-0.603023,1.000000,0.394771,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.866025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.597614,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.500000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.852803,0.000000,0.000000,0.870388,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
16795,1.000000,0.000000,-1.000000,0.095570,0.394771,1.000000,0.000000,0.565916,0.000000,0.000000,0.000000,0.000000,-0.500000,-0.308327,0.000000,0.000000,0.000000,0.000000,-0.301511,0.981981,0.000000,0.000000,0.000000,0.000000,0.755929,0.000000,0.000000,-0.359211,0.000000,0.982708,0.000000,0.000000,-0.455173,0.000000,0.000000,0.000000,0.241554,-1.000000,0.693375,-0.078947,0.727607,0.000000,-0.500000,-0.341753,0.870864,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.500000,-0.471405,0.981981,-0.233550,-1.000000,-1.000000,0.866025,-0.188982,-0.327327,0.000000,1.000000,1.000000,-1.000000,0.000000,-0.188982,0.016755,0.492366,0.000000,0.000000,0.000000,1.000000,0.716977,-1.000000,0.410792,-0.500000,-0.968496,-0.878310,-0.866025,-0.500000,0.866025,-0.174078,0.161165,0.000000,-1.000000,-0.657143,-0.319801,0.000000,-0.080064,0.054866,-1.000000
17950,0.000000,0.000000,0.000000,-0.991241,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.327327,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
21014,0.000000,0.000000,0.000000,-0.413664,0.000000,0.565916,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-0.464420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080064,0.000000,0.000000,0.000000,-1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
23872,0.000000,0.000000,0.000000,0.904534,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.707107,0.000000,0.669894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.174078,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-0.802955,0.866025,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
