isbn,014028009X,014029628X,034538475X,043935806X,044021145X,044022165X,044023722X,044651652X,059035342X,067976402X,068484267X,068484477X,080410526X,1400031354,1400034779,140067477,140298479,142001740,1558744150,156027321,312195516,312278586,312924585,312966970,312976275,312980140,312983271,312983867,316096199,316601950,316666343,316769487,316776963,345313860,345337662,345339681,345342968,345350499,345361792,345370775,345378490,375706771,375726403,375727345,380002930,380018179,380718340,380789035,380813815,385335482,385484518,385492081,385504209,385722206,399501487,439064864,439064872,439136350,439136369,439139597,440206154,440211727,440213525,440214041,440220602,440221471,440224675,440224764,440225701,440226430,440234743,440498058,440998050,446310786,446605239,446606812,446610038,446672211,449212602,451156609,451167317,451172817,451176464,451184963,452282152,553250426,553268880,553279912,553280341,553280368,553572997,590353403,60392452,60928336,60934417,60938455,60976845,609804138,60987103,61009059,64407667,671001795,671003755,671027360,671041789,679781587,743418174,786868716,804106304,805063897,842329129,971880107
014028009X,1.000000,0.197642,0.000000,1.000000,-0.554416,0.000000,-0.512989,-1.000000,0.500000,0.000000,0.000000,1.000000,0.000000,0.866025,0.000000,1.000000,0.991241,0.000000,0.000000,0.000000,-0.755929,0.239046,-1.000000,-1.000000,0.000000,-0.471405,0.000000,-0.500000,0.970725,1.000000,-0.433555,0.000000,0.500000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.301511,0.000000,-0.737043,0.000000,-0.277350,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.062622,0.866025,0.000000,0.749269,0.866025,1.000000,1.000000,0.866025,0.000000,-1.000000,-1.000000,0.000000,-1.000000,0.000000,0.737043,0.000000,0.000000,0.944911,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.594089,0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.327327,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.816497,0.000000,0.000000,0.327327,0.000000,0.731450,1.000000,0.500000,0.000000,0.000000,1.000000,-1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-1.000000
014029628X,0.197642,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.597614,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.500000,0.000000,1.000000,1.000000,-0.720577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.500000,0.500000,0.000000,0.000000,0.866025,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.866025,0.000000,0.000000,0.000000,0.917663,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.534522,0.000000,0.000000,0.000000,-1.000000,0.500000,1.000000,0.987829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000
034538475X,0.000000,0.000000,1.000000,0.000000,0.096946,0.000000,0.000000,0.000000,1.000000,0.802955,0.000000,0.000000,1.000000,0.000000,0.000000,0.866025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.836660,0.498409,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.916949,0.000000,0.866025,0.000000,0.981981,1.000000,0.981981,0.000000,-1.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.688247,0.000000,0.000000,1.000000,0.000000,-1.000000,-0.240192,0.000000,0.000000,-1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
043935806X,1.000000,0.000000,0.000000,1.000000,-0.500000,0.000000,1.000000,0.000000,0.402200,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.866025,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.395285,-1.000000,0.928571,0.000000,0.944911,0.000000,1.000000,0.000000,0.000000,0.188982,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.754337,0.000000,0.500000,0.408248,0.588235,0.904534,0.560112,1.000000,0.000000,-0.246183,0.207514,0.722806,0.000000,0.000000,0.000000,1.000000,0.000000,-0.970725,0.000000,-0.500000,1.000000,0.188982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.188982,1.000000,0.000000,0.987829,0.943242,0.000000,1.000000,0.000000,0.000000,0.000000,-0.188982,0.866025,1.000000,0.866025,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
044021145X,-0.554416,0.000000,0.096946,-0.500000,1.000000,0.603849,0.402546,1.000000,-0.111154,-0.435916,1.000000,0.945651,0.740613,1.000000,-1.000000,-1.000000,1.000000,0.000000,-0.802955,0.000000,0.000000,0.952217,0.754525,0.826567,1.000000,0.000000,-1.000000,0.999260,-0.628619,1.000000,0.921348,0.000000,-0.609994,-0.042120,0.524094,0.747392,0.654654,0.000000,-1.000000,0.100000,-0.422093,0.401850,0.000000,-0.515152,1.000000,0.726085,-1.000000,0.000000,1.000000,-0.841698,0.000000,-1.000000,-0.045829,-1.000000,0.000000,0.000000,0.500000,0.000000,-0.132068,0.000000,0.755929,0.880620,0.766965,0.901422,0.908174,-0.074953,0.672350,0.838250,-0.672350,0.474372,-0.440225,0.654654,0.000000,1.000000,1.000000,0.000000,-0.093659,-0.288675,0.000000,0.000000,0.866342,-0.156556,-0.866025,-0.127453,0.000000,0.500000,-1.000000,0.944911,-0.994850,-0.505076,0.944911,0.000000,0.000000,-1.000000,-0.500000,0.000000,0.000000,-0.333333,0.000000,0.866025,1.000000,-0.866025,0.964763,0.000000,0.965380,0.513209,-0.347370,-1.000000,0.000000,0.000000,-0.500000,-0.240192
044022165X,0.000000,0.000000,0.000000,0.000000,0.603849,1.000000,0.000000,-1.000000,-0.500000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-1.000000,-0.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.866025,0.000000,0.000000,0.000000,0.000000,0.000000,0.446719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.868510,1.000000,0.911263,0.696631,0.745815,0.000000,0.755929,-1.000000,0.609994,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.240192,0.755929,0.000000,0.000000,0.894427,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,-1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.866025,0.000000,0.000000,0.000000,0.000000
044023722X,-0.512989,0.000000,0.000000,1.000000,0.402546,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.277350,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.658145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.866025,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.327327,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,1.000000,0.000000,0.866025,0.507093,0.174078,0.601593,1.000000,1.000000,0.000000,1.000000,0.000000,-1.000000,-1.000000,0.000000,0.000000,-0.981981,0.000000,-1.000000,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.188982,0.000000,0.000000,0.000000,-0.500000,0.000000,0.000000,0.246183,0.000000,0.000000,0.000000,-0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,-1.000000
044651652X,-1.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.866025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.240192,1.000000,1.000000,0.397360,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,-1.000000,0.000000,0.000000,0.993399,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000
059035342X,0.500000,0.000000,1.000000,0.402200,-0.111154,-0.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.277350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,-1.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.375000,0.000000,0.000000,1.000000,0.560449,0.500000,0.000000,0.174078,0.000000,1.000000,-0.114708,0.000000,0.142134,0.000000,0.000000,0.000000,-0.500000,0.188982,0.114708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.981981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.802955,0.000000,0.000000,0.000000,0.000000,0.000000,-0.420084,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
